__time,/external_wrenches/force/x,/external_wrenches/force/y,/external_wrenches/force/z,/external_wrenches/torque/x,/external_wrenches/torque/y,/external_wrenches/torque/z,/joint_accelerations/data[0],/joint_accelerations/data[1],/joint_accelerations/layout/data_offset,/joint_states/header/stamp,/joint_states/joint_1/position,/joint_states/joint_1/velocity,/joint_states/joint_2/position,/joint_states/joint_2/velocity
1781285300.461781,,,,,,,0.030431373,2.669727400,0.000000000,,,,,
1781285300.462030,,,,,,,,,,1781285300.461689472,0.787253547,0.021632301,0.626985589,-0.544341794
1781285300.462774,27.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,
1781285300.462781,,,,,,,0.030964994,2.661143178,0.000000000,,,,,
1781285300.463008,,,,,,,,,,1781285300.462580442,0.787273370,0.021660639,0.626489670,-0.541906483
1781285300.463750,,,,,,,0.028338276,2.669421972,0.000000000,,,,,
1781285300.463876,,,,,,,,,,1781285300.463423967,0.787293805,0.021687340,0.625981434,-0.539391250
1781285300.465060,,,,,,,0.030364686,2.665315534,0.000000000,,,,,
1781285300.465247,27.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,
1781285300.465271,,,,,,,,,,1781285300.464715242,0.787318903,0.021722423,0.625361780,-0.536311744
1781285300.465542,,,,,,,0.041251734,2.610830272,0.000000000,,,,,
1781285300.466112,,,,,,,,,,1781285300.465423822,0.787338289,0.021759176,0.624886031,-0.533985654
1781285300.466872,,,,,,,0.036691684,2.613359291,0.000000000,,,,,
1781285300.467145,,,,,,,,,,1781285300.466533422,0.787360448,0.021796478,0.624345862,-0.531328813
1781285300.468033,,,,,,,0.046108563,2.566231907,0.000000000,,,,,
1781285300.468842,27.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,,,,,,,
1781285300.468916,,,,,,,,,,1781285300.467933416,0.787381480,0.021840880,0.623836580,-0.528857570
1781285300.469491,,,,,,,0.023595288,2.658199340,0.000000000,,,,,
