__time,/joint_accelerations/data[0],/joint_accelerations/data[1],/joint_accelerations/layout/data_offset,/joint_states/header/stamp,/joint_states/joint_1/position,/joint_states/joint_1/velocity,/joint_states/joint_2/position,/joint_states/joint_2/velocity
1781282261.249041,,,,1781282261.246677637,0.795830640,0.241569051,-0.842479387,-1.332023843
1781282261.250252,3.042138970,-17.196298673,0.000000000,,,,,
1781282261.250383,2.918088399,-16.664545808,0.000000000,,,,,
1781282261.250387,,,,1781282261.249123335,0.796357222,0.248027750,-0.845384889,-1.368532926
1781282261.250399,,,,1781282261.249952078,0.796625072,0.251139996,-0.846863435,-1.386306264
1781282261.251416,2.916338306,-16.677417778,0.000000000,,,,,
1781282261.251421,,,,1781282261.251250505,0.796953496,0.254897567,-0.848677314,-1.407794366
1781282261.252021,3.079742380,-17.460438399,0.000000000,,,,,
1781282261.252106,,,,1781282261.251802683,0.797139306,0.257123149,-0.849703778,-1.420412187
1781282261.252968,3.149957510,-17.801263662,0.000000000,,,,,
1781282261.253370,,,,1781282261.252878189,0.797413495,0.260439399,-0.851218907,-1.439153215
1781282261.254082,3.085761461,-17.527087294,0.000000000,,,,,
1781282261.254206,,,,1781282261.253890514,0.797680560,0.263566127,-0.852695162,-1.456912992
1781282261.255527,3.024867973,-17.267131465,0.000000000,,,,,
1781282261.255651,,,,1781282261.255240202,0.797983067,0.266993336,-0.854368027,-1.476476842
1781282261.256938,3.019900882,-17.268670671,0.000000000,,,,,
1781282261.257136,,,,1781282261.256139517,0.798238137,0.269847864,-0.855779079,-1.492799863
1781282261.257422,3.087416294,-17.602550901,0.000000000,,,,,
1781282261.257493,,,,1781282261.257229805,0.798524305,0.273083210,-0.857362735,-1.511245822
1781282261.258259,3.077884669,-17.582346803,0.000000000,,,,,
1781282261.258316,,,,1781282261.258074045,0.798778704,0.275921017,-0.858771048,-1.527456729
1781282261.259237,3.082996031,-17.627249612,0.000000000,,,,,
1781282261.259266,,,,1781282261.259119272,0.799099589,0.279460996,-0.860548156,-1.547696813
1781282261.260303,3.066637870,-17.578222378,0.000000000,,,,,
1781282261.260880,,,,1781282261.260172367,0.799387153,0.282581705,-0.862141345,-1.565584974
1781282261.261522,3.071561717,-17.625068057,0.000000000,,,,,
1781282261.261660,,,,1781282261.261268616,0.799685706,0.285790440,-0.863796082,-1.583997160
1781282261.262409,3.007757397,-17.354031303,0.000000000,,,,,
1781282261.262981,,,,1781282261.262337446,0.799984838,0.288904672,-0.865454757,-1.601965524
1781282261.263358,3.064965071,-17.644274431,0.000000000,,,,,
1781282261.263384,,,,1781282261.263232231,0.800257302,0.291766862,-0.866966125,-1.618442471
1781282261.264320,3.007698457,-17.401350729,0.000000000,,,,,
1781282261.264757,,,,1781282261.264204264,0.800554867,0.294802742,-0.868617461,-1.636006872
1781282261.265659,3.059757726,-17.667926079,0.000000000,,,,,
1781282261.265782,,,,1781282261.265399933,0.800897093,0.298312909,-0.870517547,-1.656275588
1781282261.267055,2.989109129,-17.368655956,0.000000000,,,,,
1781282261.267139,,,,1781282261.266643047,0.801212296,0.301438506,-0.872268443,-1.674437331
1781282261.268041,2.983265212,-17.367813744,0.000000000,,,,,
1781282261.268049,,,,1781282261.267527580,0.801538870,0.304636603,-0.874083419,-1.693055836
1781282261.268879,2.984558401,-17.401016130,0.000000000,,,,,
1781282261.268970,,,,1781282261.268675804,0.801888151,0.308020949,-0.876025638,-1.712787753
1781282261.269989,2.915506284,-17.109085801,0.000000000,,,,,
1781282261.270002,,,,1781282261.269597530,0.802138976,0.310377062,-0.877420970,-1.726614153
1781282261.270675,3.051536042,-17.762809456,0.000000000,,,,,
1781282261.270754,,,,1781282261.270547152,0.802477725,0.313672547,-0.879306331,-1.745796975
1781282261.271653,2.984176561,-17.478510367,0.000000000,,,,,
1781282261.271740,,,,1781282261.271482706,0.802801444,0.316722644,-0.881108952,-1.763661585
1781282261.272917,3.028936167,-17.714264619,0.000000000,,,,,
1781282261.273649,,,,1781282261.272617102,0.803133600,0.319867946,-0.882959472,-1.782056396
1781282261.278968,2.964160213,-17.441258703,0.000000000,,,,,
1781282261.279054,,,,1781282261.278671503,0.804998958,0.336308845,-0.893380327,-1.878795419
1781282261.280182,2.739656216,-16.550253530,0.000000000,,,,,
1781282261.280195,,,,1781282261.279968262,0.805582252,0.340995202,-0.896642553,-1.907105687
1781282261.281029,2.639314897,-16.128854751,0.000000000,,,,,
1781282261.281204,,,,1781282261.280930042,0.805952126,0.343834398,-0.898712752,-1.924456012
1781282261.282357,2.888199005,-17.322177552,0.000000000,,,,,
1781282261.282474,,,,1781282261.282062054,0.806302880,0.346755897,-0.900677121,-1.941977915
1781282261.283213,2.916483773,-17.485283295,0.000000000,,,,,
1781282261.283304,,,,1781282261.283040047,0.806643725,0.349599347,-0.902587089,-1.959025331
1781282261.284976,2.855660926,-17.230720562,0.000000000,,,,,
1781282261.285012,,,,1781282261.284672022,0.807113977,0.353399240,-0.905224381,-1.981953441
1781282261.286890,2.773784552,-16.888226183,0.000000000,,,,,
1781282261.286925,,,,1781282261.286624432,0.807837451,0.358989273,-0.909287220,-2.015988436
1781282261.287462,2.890703642,-17.497361846,0.000000000,,,,,
1781282261.287498,,,,1781282261.287207127,0.808177158,0.361704176,-0.911196038,-2.032421678
1781282261.289464,2.940220307,-17.759599089,0.000000000,,,,,
1781282261.289564,,,,1781282261.288580656,0.808502964,0.364333474,-0.913027738,-2.048303235
1781282261.289612,2.883137272,-17.521653482,0.000000000,,,,,
1781282261.289617,,,,1781282261.288930178,0.808857703,0.367119389,-0.915023330,-2.065234041
1781282261.290602,2.925243541,-17.750036986,0.000000000,,,,,
1781282261.290997,,,,1781282261.290376425,0.809220294,0.369986160,-0.917064330,-2.082629272
1781282261.291960,2.862561160,-17.489121627,0.000000000,,,,,
1781282261.291971,,,,1781282261.291620016,0.809601091,0.372909270,-0.919209247,-2.100488324
1781282261.292616,,,,1781282261.292334080,0.810009065,0.376003694,-0.921508907,-2.119447171
1781282261.292658,2.851929993,-17.473141367,0.000000000,,,,,
1781282261.293724,2.783461553,-17.188508222,0.000000000,,,,,
1781282261.294208,,,,1781282261.293479681,0.810471290,0.379394846,-0.924116589,-2.140388309
1781282261.295510,2.879400945,-17.678903169,0.000000000,,,,,
1781282261.295740,,,,1781282261.295301437,0.811033275,0.383613102,-0.927290150,-2.166287496
1781282261.299978,2.785544613,-17.289518336,0.000000000,,,,,
1781282261.299990,,,,1781282261.297830343,0.811734454,0.388638760,-0.931254828,-2.197481106
1781282261.300085,2.738197516,-17.129839320,0.000000000,,,,,
1781282261.300089,,,,1781282261.298841000,0.812547584,0.394285706,-0.935859516,-2.232807734
1781282261.300099,2.609748408,-16.598068254,0.000000000,,,,,
1781282261.300102,,,,1781282261.299319029,0.812846194,0.396252373,-0.937551553,-2.245315789
1781282261.300668,2.645316713,-16.791177948,0.000000000,,,,,
1781282261.300755,,,,1781282261.300501108,0.813247146,0.398911226,-0.939825321,-2.262192888
1781282261.301965,2.583777290,-16.536808264,0.000000000,,,,,
1781282261.302143,,,,1781282261.301664591,0.813665295,0.401601463,-0.942198651,-2.279411062
1781282261.303602,2.767454299,-17.438751005,0.000000000,,,,,
1781282261.303836,,,,1781282261.302505016,0.814057239,0.404284446,-0.944424878,-2.296317530
1781282261.304292,2.758189029,-17.431540398,0.000000000,,,,,
1781282261.304618,,,,1781282261.303815842,0.814521684,0.407428622,-0.947065198,-2.316188475
1781282261.305051,2.685380103,-17.131483828,0.000000000,,,,,
1781282261.309277,2.682480959,-17.151784322,0.000000000,,,,,
1781282261.309291,,,,1781282261.304575920,0.814888893,0.409834703,-0.949154240,-2.331538165
1781282261.309314,2.616147636,-16.878781982,0.000000000,,,,,
1781282261.309319,,,,1781282261.305622339,0.815323519,0.412659975,-0.951628915,-2.349602956
1781282261.309336,2.706022735,-17.346163925,0.000000000,,,,,
1781282261.309343,,,,1781282261.306876183,0.815803839,0.415682918,-0.954366403,-2.369106287
1781282261.309361,2.697146198,-17.343960420,0.000000000,,,,,
1781282261.309370,,,,1781282261.307783842,0.816228195,0.418427285,-0.956786921,-2.386698246
1781282261.309397,,,,1781282261.308704853,0.816649478,0.421125440,-0.959191869,-2.404048693
1781282261.311173,2.693381556,-17.365913473,0.000000000,,,,,
1781282261.311188,,,,1781282261.310249805,0.817161794,0.424376944,-0.962119393,-2.425013171
1781282261.311543,2.615963500,-17.048449412,0.000000000,,,,,
1781282261.311556,,,,1781282261.311341763,0.817735652,0.427885341,-0.965402362,-2.447877682
1781282261.312211,2.638980323,-17.210426759,0.000000000,,,,,
1781282261.312292,,,,1781282261.311992168,0.818080785,0.430003461,-0.967378184,-2.461691253
1781282261.313065,,,,1781282261.312771320,0.818399359,0.431912207,-0.969203150,-2.474231017
1781282261.313236,2.587818192,-17.001018338,0.000000000,,,,,
1781282261.313943,2.718429869,-17.648427008,0.000000000,,,,,
1781282261.314029,,,,1781282261.313733339,0.818831096,0.434612649,-0.971678424,-2.491762664
1781282261.315156,,,,1781282261.314874172,0.819301695,0.437508057,-0.974378973,-2.510655675
1781282261.315260,2.691813014,-17.564518761,0.000000000,,,,,
1781282261.316077,,,,1781282261.315806866,0.819754162,0.440257647,-0.976977775,-2.528674042
1781282261.316885,2.675393304,-17.532147777,0.000000000,,,,,
1781282261.316900,2.666202419,-17.532330477,0.000000000,,,,,
1781282261.317078,,,,1781282261.316830635,0.820225008,0.443090861,-0.979684643,-2.547304598
1781282261.318130,2.596758056,-17.249312071,0.000000000,,,,,
1781282261.318307,,,,1781282261.318040371,0.820696714,0.445838285,-0.982399054,-2.565554732
1781282261.319750,2.640485005,-17.501546141,0.000000000,,,,,
1781282261.319759,,,,1781282261.319369793,0.821201065,0.448805565,-0.985304231,-2.585222322
1781282261.320097,2.566982072,-17.202533206,0.000000000,,,,,
1781282261.320147,,,,1781282261.319997549,0.821569586,0.450903541,-0.987428606,-2.599281832
1781282261.321385,2.629670890,-17.535317184,0.000000000,,,,,
1781282261.321561,,,,1781282261.321002007,0.822070815,0.453808005,-0.990320896,-2.618649537
1781282261.322533,2.557109677,-17.240643299,0.000000000,,,,,
1781282261.322604,,,,1781282261.322345018,0.822585972,0.456692465,-0.993296712,-2.638097259
1781282261.323318,2.585417665,-17.425201574,0.000000000,,,,,
1781282261.323402,,,,1781282261.323128462,0.823046389,0.459284264,-0.995958832,-2.655565466
1781282261.324564,2.519798471,-17.159215017,0.000000000,,,,,
1781282261.324750,,,,1781282261.324210882,0.823517943,0.461856965,-0.998688038,-2.673084938
1781282261.325369,2.453923672,-16.892374156,0.000000000,,,,,
1781282261.325660,,,,1781282261.325239897,0.823973014,0.464262309,-1.001324434,-2.689642894
1781282261.326391,2.391605179,-16.640107405,0.000000000,,,,,
1781282261.326523,,,,1781282261.326127052,0.824436000,0.466635212,-1.004009425,-2.706152876
1781282261.331378,2.492827416,-17.166352754,0.000000000,,,,,
1781282261.331395,,,,1781282261.327607870,0.825003567,0.469647781,-1.007304868,-2.726898327
1781282261.331453,2.464132851,-17.086426406,0.000000000,,,,,
1781282261.332433,2.400729400,-16.830533233,0.000000000,,,,,
1781282261.332437,,,,1781282261.331100225,0.825467165,0.472067702,-1.009999319,-2.743678189
1781282261.332448,,,,1781282261.332156420,0.827150270,0.480477421,-1.019816908,-2.802635295
1781282261.332626,2.177855124,-15.932166709,0.000000000,,,,,
1781282261.332974,,,,1781282261.332537413,0.827503890,0.482074959,-1.021881318,-2.814322128
